2026-09-09 09:14:06,665 INFO    MainThread:7 [wandb_setup.py:_flush():81] Current SDK version is 0.26.1
2026-09-09 09:14:06,666 INFO    MainThread:7 [wandb_setup.py:_flush():81] Configure stats pid to 7
2026-09-09 09:14:06,666 INFO    MainThread:7 [wandb_setup.py:_flush():81] Loading settings from environment variables
2026-09-09 09:14:06,666 INFO    MainThread:7 [wandb_init.py:setup_run_log_directory():723] Logging user logs to /kaggle/working/wandb/offline-run-20260909_091406-7bcpiqks/logs/debug.log
2026-09-09 09:14:06,666 INFO    MainThread:7 [wandb_init.py:setup_run_log_directory():724] Logging internal logs to /kaggle/working/wandb/offline-run-20260909_091406-7bcpiqks/logs/debug-internal.log
2026-09-09 09:14:06,666 INFO    MainThread:7 [wandb_init.py:init():850] calling init triggers
2026-09-09 09:14:06,666 INFO    MainThread:7 [wandb_init.py:init():855] wandb.init called with sweep_config: {}
config: {'seeds': '0', 'quick': False, 'deterministic': False, 'batch_size': 128, 'eval_batch_size': 1000, 'val_size': 0, 'train_subset': 5000, 'augment': True, 'arch': 'vgg11', 'width': 64, 'zero_init_residual': False, 'use_residual': True, 'epochs': 60, 'optimizer': 'sgd', 'lr': 0.1, 'momentum': 0.9, 'nesterov': True, 'weight_decay': 0.0005, 'schedule': 'cosine', 'warmup_epochs': 5, 'grad_clip': 0.0, 'label_smoothing': 0.0, 's_schedule': 'const', 's_min': 0.0, 's_max': 1.0, 's_ramp_start': 0.0, 's_ramp_end': 0.5, 's_stairs': 0, 's_lr_restart': False, 's_granularity': 'step', 'lr_gate_control': False, 'a_schedule': 'staircase', 'a_start': 1.0, 'a_end': 0.0, 'a_ramp_start': 0.0, 'a_ramp_end': 0.75, 'a_stairs': 10, 'a_lr_restart': True, 'a_scope': 'global', 'a_reverse': False, 'a_sites': 'all', 'a_bn_batches': 64, 'anchor_lambda': 0.0, 'anchor_target': 0.0, 'anchor_calibrate_at': 0.25, 'ckpt_every': 0, 'diag_every': 5, 'per_class': False, 'wandb': True, 'config': 'vgg11_steps60', '_wandb': {}}
2026-09-09 09:14:06,666 INFO    MainThread:7 [wandb_init.py:init():898] starting backend
2026-09-09 09:14:07,523 INFO    MainThread:7 [wandb_init.py:init():913] sending inform_init request
2026-09-09 09:14:07,858 INFO    MainThread:7 [wandb_init.py:init():918] backend started and connected
2026-09-09 09:14:07,859 INFO    MainThread:7 [wandb_init.py:init():988] updated telemetry
2026-09-09 09:14:07,860 INFO    MainThread:7 [wandb_init.py:init():1011] communicating run to backend with 90.0 second timeout
2026-09-09 09:14:07,867 INFO    MainThread:7 [wandb_init.py:init():1056] starting run threads in backend
2026-09-09 09:14:09,434 INFO    MainThread:7 [wandb_run.py:_console_start():2554] atexit reg
2026-09-09 09:14:09,434 INFO    MainThread:7 [wandb_run.py:_redirect():2403] redirect: wrap_raw
2026-09-09 09:14:09,434 INFO    MainThread:7 [wandb_run.py:_redirect():2472] Wrapping output streams.
2026-09-09 09:14:09,434 INFO    MainThread:7 [wandb_run.py:_redirect():2495] Redirects installed.
2026-09-09 09:14:09,442 INFO    MainThread:7 [wandb_init.py:init():1094] run started, returning control to user process
2026-09-09 09:17:06,689 INFO    MainThread:7 [wandb_run.py:_finish():2321] finishing run cifar10-resnet/7bcpiqks
2026-09-09 09:17:06,689 INFO    MainThread:7 [wandb_run.py:_atexit_cleanup():2520] got exitcode: 0
2026-09-09 09:17:06,690 INFO    MainThread:7 [wandb_run.py:_restore():2502] restore
2026-09-09 09:17:06,690 INFO    MainThread:7 [wandb_run.py:_restore():2508] restore done
